MedID,Nome Comercial,Subs,FF,Dosage,TAIM,NewFilename,timestamp,filenameclean
7101,Prisma,Mesoglicano sódico,Cápsula,24 mg,"Laboratório Medinfar - Produtos Farmacêuticos, S.A.",PrismaCápsula24_mg.pdf,20240325182636,PrismaCápsula24_mg
573,Asacol,Messalazina,Comprimido gastrorresistente,400 mg,Tillotts Pharma GmbH,AsacolComprimido_gastrorresistente400_mg.pdf,20240325182636,AsacolComprimido_gastrorresistente400_mg
44790,Asacol,Messalazina,Comprimido gastrorresistente,800 mg,Tillotts Pharma GmbH,AsacolComprimido_gastrorresistente800_mg.pdf,20240325182636,AsacolComprimido_gastrorresistente800_mg
611466,Azzavix,Messalazina,Comprimido gastrorresistente,1000 mg,"Faes Farma Portugal, S.A.",AzzavixComprimido_gastrorresistente1000_mg.pdf,20240325182636,AzzavixComprimido_gastrorresistente1000_mg
584221,Azzavix,Messalazina,Comprimido gastrorresistente,500 mg,"Faes Farma Portugal, S.A.",AzzavixComprimido_gastrorresistente500_mg.pdf,20240325182636,AzzavixComprimido_gastrorresistente500_mg
630742,Azzavix,Messalazina,Supositório,1000 mg,"Faes Farma Portugal, S.A.",AzzavixSupositório1000_mg.pdf,20240325182636,AzzavixSupositório1000_mg
603902,Azzavix,Messalazina,Supositório,500 mg,"Faes Farma Portugal, S.A.",AzzavixSupositório500_mg.pdf,20240325182636,AzzavixSupositório500_mg
49572,Pentasa,Messalazina,Comprimido de libertação prolongada,1000 mg,Ferring S.A.U.,PentasaComprimido_de_libertação_prolongada1000_mg.pdf,20240325182636,PentasaComprimido_de_libertação_prolongada1000_mg
6761,Pentasa,Messalazina,Comprimido de libertação prolongada,500 mg,Ferring S.A.U.,PentasaComprimido_de_libertação_prolongada500_mg.pdf,20240325182636,PentasaComprimido_de_libertação_prolongada500_mg
616022,Pentasa,Messalazina,Granulado de libertação modificada,2000 mg,Ferring S.A.U.,PentasaGranulado_de_libertação_modificada2000_mg.pdf,20240325182637,PentasaGranulado_de_libertação_modificada2000_mg
629342,Pentasa,Messalazina,Granulado de libertação modificada,4000 mg,Ferring S.A.U.,PentasaGranulado_de_libertação_modificada4000_mg.pdf,20240325182637,PentasaGranulado_de_libertação_modificada4000_mg
6762,Pentasa,Messalazina,Supositório,1000 mg,Ferring S.A.U.,PentasaSupositório1000_mg.pdf,20240325182637,PentasaSupositório1000_mg
6759,Pentasa,Messalazina,Suspensão retal,1000 mg/100 ml,Ferring S.A.U.,PentasaSuspensão_retal1000_mg_100_ml.pdf,20240325182637,PentasaSuspensão_retal1000_mg_100_ml
7730,Salofalk,Messalazina,Comprimido gastrorresistente,250 mg,"Dr. Falk Pharma Portugal, Sociedade Unipessoal, Lda.",SalofalkComprimido_gastrorresistente250_mg.pdf,20240325182637,SalofalkComprimido_gastrorresistente250_mg
7731,Salofalk,Messalazina,Comprimido gastrorresistente,500 mg,"Dr. Falk Pharma Portugal, Sociedade Unipessoal, Lda.",SalofalkComprimido_gastrorresistente500_mg.pdf,20240325182637,SalofalkComprimido_gastrorresistente500_mg
34600,Salofalk,Messalazina,Espuma retal,1 g/dose,Dr. Falk Pharma GmbH,SalofalkEspuma_retal1_g_dose.pdf,20240325182637,SalofalkEspuma_retal1_g_dose
47254,Salofalk,Messalazina,Supositório,1000 mg,Dr. Falk Pharma GmbH,SalofalkSupositório1000_mg.pdf,20240325182637,SalofalkSupositório1000_mg
7732,Salofalk,Messalazina,Supositório,250 mg,"Dr. Falk Pharma Portugal, Sociedade Unipessoal, Lda.",SalofalkSupositório250_mg.pdf,20240325182637,SalofalkSupositório250_mg
7729,Salofalk enemas,Messalazina,Suspensão retal,4 g/60 ml,"Dr. Falk Pharma Portugal, Sociedade Unipessoal, Lda.",Salofalk_enemasSuspensão_retal4_g_60_ml.pdf,20240325182637,Salofalk_enemasSuspensão_retal4_g_60_ml
34506,Salofalk Grânulos,Messalazina,Granulado gastrorresistente de libertação prolongada,1000 mg,Dr. Falk Pharma GmbH,Salofalk_GrânulosGranulado_gastrorresistente_de_libertação_prolongada1000_mg.pdf,20240325182637,Salofalk_GrânulosGranulado_gastrorresistente_de_libertação_prolongada1000_mg
44385,Salofalk Grânulos,Messalazina,Granulado gastrorresistente de libertação prolongada,1500 mg,Dr. Falk Pharma GmbH,Salofalk_GrânulosGranulado_gastrorresistente_de_libertação_prolongada1500_mg.pdf,20240325182637,Salofalk_GrânulosGranulado_gastrorresistente_de_libertação_prolongada1500_mg
51794,Salofalk Grânulos,Messalazina,Granulado gastrorresistente de libertação prolongada,3000 mg,Dr. Falk Pharma GmbH,Salofalk_GrânulosGranulado_gastrorresistente_de_libertação_prolongada3000_mg.pdf,20240325182637,Salofalk_GrânulosGranulado_gastrorresistente_de_libertação_prolongada3000_mg
614003,Genofin,Metadona,Comprimido,10 mg,"Gold Farma - Comércio de Produtos Farmacêuticos, Lda.",GenofinComprimido10_mg.pdf,20240325182637,GenofinComprimido10_mg
614004,Genofin,Metadona,Comprimido,20 mg,"Gold Farma - Comércio de Produtos Farmacêuticos, Lda.",GenofinComprimido20_mg.pdf,20240325182637,GenofinComprimido20_mg
614005,Genofin,Metadona,Comprimido,40 mg,"Gold Farma - Comércio de Produtos Farmacêuticos, Lda.",GenofinComprimido40_mg.pdf,20240325182638,GenofinComprimido40_mg
614002,Genofin,Metadona,Comprimido,5 mg,"Gold Farma - Comércio de Produtos Farmacêuticos, Lda.",GenofinComprimido5_mg.pdf,20240325182638,GenofinComprimido5_mg
2769,Dolocalma,Metamizol magnésico,Cápsula,575 mg,"Sidefarma - Sociedade Industrial de Expansão Farmacêutica, S.A.",DolocalmaCápsula575_mg.pdf,20240325182638,DolocalmaCápsula575_mg
688324,Metamizol Vir MG,Metamizol magnésico,Cápsula,575 mg,"Towa Pharmaceutical, S.A.",Metamizol_Vir_MGCápsula575_mg.pdf,20240325182638,Metamizol_Vir_MGCápsula575_mg
39350,Metamizol Vitória MG,Metamizol magnésico,Cápsula,575 mg,"Faes Farma Portugal, S.A.",Metamizol_Vitória_MGCápsula575_mg.pdf,20240325182638,Metamizol_Vitória_MGCápsula575_mg
6167,Nolotil,Metamizol magnésico,Cápsula,575 mg,"Boehringer Ingelheim, Portugal Lda.",NolotilCápsula575_mg.pdf,20240325182638,NolotilCápsula575_mg
6168,Nolotil,Metamizol magnésico,Solução injetável,2000 mg/5 ml,"Boehringer Ingelheim, Portugal Lda.",NolotilSolução_injetável2000_mg_5_ml.pdf,20240325182638,NolotilSolução_injetável2000_mg_5_ml
3975,Glucophage,Metformina,Comprimido revestido por película,500 mg,"Merck, S.A.",GlucophageComprimido_revestido_por_película500_mg.pdf,20240325182638,GlucophageComprimido_revestido_por_película500_mg
47182,Metformina Aurobindo MG,Metformina,Comprimido revestido por película,1000 mg,"Generis Farmacêutica, S.A.",Metformina_Aurobindo_MGComprimido_revestido_por_película1000_mg.pdf,20240325182638,Metformina_Aurobindo_MGComprimido_revestido_por_película1000_mg
47181,Metformina Aurobindo MG,Metformina,Comprimido revestido por película,500 mg,"Generis Farmacêutica, S.A.",Metformina_Aurobindo_MGComprimido_revestido_por_película500_mg.pdf,20240325182638,Metformina_Aurobindo_MGComprimido_revestido_por_película500_mg
47180,Metformina Aurobindo MG,Metformina,Comprimido revestido por película,850 mg,"Generis Farmacêutica, S.A.",Metformina_Aurobindo_MGComprimido_revestido_por_película850_mg.pdf,20240325182638,Metformina_Aurobindo_MGComprimido_revestido_por_película850_mg
600543,Metformina Aurovitas MG,Metformina,Comprimido revestido por película,1000 mg,"Generis Farmacêutica, S.A.",Metformina_Aurovitas_MGComprimido_revestido_por_película1000_mg.pdf,20240325182638,Metformina_Aurovitas_MGComprimido_revestido_por_película1000_mg
600542,Metformina Aurovitas MG,Metformina,Comprimido revestido por película,850 mg,"Generis Farmacêutica, S.A.",Metformina_Aurovitas_MGComprimido_revestido_por_película850_mg.pdf,20240325182638,Metformina_Aurovitas_MGComprimido_revestido_por_película850_mg
54426,Metformina Azevedos MG,Metformina,Comprimido revestido por película,1000 mg,"Laboratórios Azevedos - Indústria Farmacêutica, S.A.",Metformina_Azevedos_MGComprimido_revestido_por_película1000_mg.pdf,20240325182638,Metformina_Azevedos_MGComprimido_revestido_por_película1000_mg
54424,Metformina Azevedos MG,Metformina,Comprimido revestido por película,500 mg,"Laboratórios Azevedos - Indústria Farmacêutica, S.A.",Metformina_Azevedos_MGComprimido_revestido_por_película500_mg.pdf,20240325182638,Metformina_Azevedos_MGComprimido_revestido_por_película500_mg
54425,Metformina Azevedos MG,Metformina,Comprimido revestido por película,850 mg,"Laboratórios Azevedos - Indústria Farmacêutica, S.A.",Metformina_Azevedos_MGComprimido_revestido_por_película850_mg.pdf,20240325182639,Metformina_Azevedos_MGComprimido_revestido_por_película850_mg
54429,Metformina Basi MG,Metformina,Comprimido revestido por película,1000 mg,"Laboratórios Basi - Indústria Farmacêutica, S.A",Metformina_Basi_MGComprimido_revestido_por_película1000_mg.pdf,20240325182639,Metformina_Basi_MGComprimido_revestido_por_película1000_mg
54427,Metformina Basi MG,Metformina,Comprimido revestido por película,500 mg,"Laboratórios Basi - Indústria Farmacêutica, S.A",Metformina_Basi_MGComprimido_revestido_por_película500_mg.pdf,20240325182639,Metformina_Basi_MGComprimido_revestido_por_película500_mg
54428,Metformina Basi MG,Metformina,Comprimido revestido por película,850 mg,"Laboratórios Basi - Indústria Farmacêutica, S.A",Metformina_Basi_MGComprimido_revestido_por_película850_mg.pdf,20240325182639,Metformina_Basi_MGComprimido_revestido_por_película850_mg
47184,Metformina Bluefish MG,Metformina,Comprimido revestido por película,1000 mg,Bluefish Pharmaceuticals AB,Metformina_Bluefish_MGComprimido_revestido_por_película1000_mg.pdf,20240325182639,Metformina_Bluefish_MGComprimido_revestido_por_película1000_mg
47183,Metformina Bluefish MG,Metformina,Comprimido revestido por película,850 mg,Bluefish Pharmaceuticals AB,Metformina_Bluefish_MGComprimido_revestido_por_película850_mg.pdf,20240325182639,Metformina_Bluefish_MGComprimido_revestido_por_película850_mg
44619,Metformina Ciclum MG,Metformina,Comprimido revestido por película,1000 mg,"Ciclum Farma Unipessoal, Lda.",Metformina_Ciclum_MGComprimido_revestido_por_película1000_mg.pdf,20240325182639,Metformina_Ciclum_MGComprimido_revestido_por_película1000_mg
44617,Metformina Ciclum MG,Metformina,Comprimido revestido por película,500 mg,"Ciclum Farma Unipessoal, Lda.",Metformina_Ciclum_MGComprimido_revestido_por_película500_mg.pdf,20240325182639,Metformina_Ciclum_MGComprimido_revestido_por_película500_mg
44618,Metformina Ciclum MG,Metformina,Comprimido revestido por película,850 mg,"Ciclum Farma Unipessoal, Lda.",Metformina_Ciclum_MGComprimido_revestido_por_película850_mg.pdf,20240325182639,Metformina_Ciclum_MGComprimido_revestido_por_película850_mg
623966,Metformina Generis MG,Metformina,Comprimido revestido por película,1000 mg,"Generis Farmacêutica, S.A.",Metformina_Generis_MGComprimido_revestido_por_película1000_mg.pdf,20240325182639,Metformina_Generis_MGComprimido_revestido_por_película1000_mg
623964,Metformina Generis MG,Metformina,Comprimido revestido por película,500 mg,"Generis Farmacêutica, S.A.",Metformina_Generis_MGComprimido_revestido_por_película500_mg.pdf,20240325182639,Metformina_Generis_MGComprimido_revestido_por_película500_mg
623965,Metformina Generis MG,Metformina,Comprimido revestido por película,850 mg,"Generis Farmacêutica, S.A.",Metformina_Generis_MGComprimido_revestido_por_película850_mg.pdf,20240325182639,Metformina_Generis_MGComprimido_revestido_por_película850_mg
48147,Metformina Mylan MG,Metformina,Comprimido revestido por película,1000 mg,"Mylan, Lda.",Metformina_Mylan_MGComprimido_revestido_por_película1000_mg.pdf,20240325182639,Metformina_Mylan_MGComprimido_revestido_por_película1000_mg
48145,Metformina Mylan MG,Metformina,Comprimido revestido por película,500 mg,"Mylan, Lda.",Metformina_Mylan_MGComprimido_revestido_por_película500_mg.pdf,20240325182639,Metformina_Mylan_MGComprimido_revestido_por_película500_mg
48146,Metformina Mylan MG,Metformina,Comprimido revestido por película,850 mg,"Mylan, Lda.",Metformina_Mylan_MGComprimido_revestido_por_película850_mg.pdf,20240325182639,Metformina_Mylan_MGComprimido_revestido_por_película850_mg
672625,Metformina Pharmakern MG,Metformina,Comprimido revestido por película,1000 mg,"Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.",Metformina_Pharmakern_MGComprimido_revestido_por_película1000_mg.pdf,20240325182640,Metformina_Pharmakern_MGComprimido_revestido_por_película1000_mg
43266,Metformina Ratiopharm MG,Metformina,Comprimido revestido por película,1000 mg,"Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.",Metformina_Ratiopharm_MGComprimido_revestido_por_película1000_mg.pdf,20240325182640,Metformina_Ratiopharm_MGComprimido_revestido_por_película1000_mg
40066,Metformina Ratiopharm MG,Metformina,Comprimido revestido por película,500 mg,"Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.",Metformina_Ratiopharm_MGComprimido_revestido_por_película500_mg.pdf,20240325182640,Metformina_Ratiopharm_MGComprimido_revestido_por_película500_mg
40067,Metformina Ratiopharm MG,Metformina,Comprimido revestido por película,850 mg,"Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.",Metformina_Ratiopharm_MGComprimido_revestido_por_película850_mg.pdf,20240325182640,Metformina_Ratiopharm_MGComprimido_revestido_por_película850_mg
37446,Metformina Sandoz 1000 mg Comprimidos revestidos MG,Metformina,Comprimido revestido por película,1000 mg,"Sandoz Farmacêutica, Lda.",Metformina_Sandoz_1000_mg_Comprimidos_revestidos_MGComprimido_revestido_por_película1000_mg.pdf,20240325182640,Metformina_Sandoz_1000_mg_Comprimidos_revestidos_MGComprimido_revestido_por_película1000_mg
35959,Metformina Sandoz 850 mg Comprimidos revestidos MG,Metformina,Comprimido revestido por película,850 mg,"Sandoz Farmacêutica, Lda.",Metformina_Sandoz_850_mg_Comprimidos_revestidos_MGComprimido_revestido_por_película850_mg.pdf,20240325182645,Metformina_Sandoz_850_mg_Comprimidos_revestidos_MGComprimido_revestido_por_película850_mg
629945,Metformina ToLife MG,Metformina,Comprimido revestido por película,1000 mg,"Towa Pharmaceutical, S.A.",Metformina_ToLife_MGComprimido_revestido_por_película1000_mg.pdf,20240325182645,Metformina_ToLife_MGComprimido_revestido_por_película1000_mg
629943,Metformina ToLife MG,Metformina,Comprimido revestido por película,500 mg,"Towa Pharmaceutical, S.A.",Metformina_ToLife_MGComprimido_revestido_por_película500_mg.pdf,20240325182645,Metformina_ToLife_MGComprimido_revestido_por_película500_mg
629944,Metformina ToLife MG,Metformina,Comprimido revestido por película,850 mg,"Towa Pharmaceutical, S.A.",Metformina_ToLife_MGComprimido_revestido_por_película850_mg.pdf,20240325182645,Metformina_ToLife_MGComprimido_revestido_por_película850_mg
45023,Metformina Zentiva MG,Metformina,Comprimido revestido por película,1000 mg,"Zentiva Portugal, Lda.",Metformina_Zentiva_MGComprimido_revestido_por_película1000_mg.pdf,20240325182645,Metformina_Zentiva_MGComprimido_revestido_por_película1000_mg
32193,Risidon,Metformina,Comprimido revestido por película,1000 mg,"Merck, S.A.",RisidonComprimido_revestido_por_película1000_mg.pdf,20240325182645,RisidonComprimido_revestido_por_película1000_mg
7600,Risidon,Metformina,Comprimido revestido por película,850 mg,"Merck, S.A.",RisidonComprimido_revestido_por_película850_mg.pdf,20240325182645,RisidonComprimido_revestido_por_película850_mg
8072,Stagid,Metformina,Comprimido,700 mg,"Merck, S.A.",StagidComprimido700_mg.pdf,20240325182645,StagidComprimido700_mg
578520,Vipdomet,Metformina + Alogliptina,Comprimido revestido por película,1000 mg + 12.5 mg,Takeda Pharma A/S,VipdometComprimido_revestido_por_película1000_mg_+_12_5_mg.pdf,20240325182645,VipdometComprimido_revestido_por_película1000_mg_+_12_5_mg
576341,Vipdomet,Metformina + Alogliptina,Comprimido revestido por película,850 mg + 12.5 mg,Takeda Pharma A/S,VipdometComprimido_revestido_por_película850_mg_+_12_5_mg.pdf,20240325182646,VipdometComprimido_revestido_por_película850_mg_+_12_5_mg
584381,Vokanamet,Metformina + Canagliflozina,Comprimido revestido por película,1000 mg + 50 mg,Janssen-Cilag International N.V.,VokanametComprimido_revestido_por_película1000_mg_+_50_mg.pdf,20240325182646,VokanametComprimido_revestido_por_película1000_mg_+_50_mg
601502,Ebymect,Metformina + Dapagliflozina,Comprimido revestido por película,1000 mg + 5 mg,AstraZeneca AB,EbymectComprimido_revestido_por_película1000_mg_+_5_mg.pdf,20240325182646,EbymectComprimido_revestido_por_película1000_mg_+_5_mg
601402,Ebymect,Metformina + Dapagliflozina,Comprimido revestido por película,850 mg + 5 mg,AstraZeneca AB,EbymectComprimido_revestido_por_película850_mg_+_5_mg.pdf,20240325182646,EbymectComprimido_revestido_por_película850_mg_+_5_mg
581561,Xigduo,Metformina + Dapagliflozina,Comprimido revestido por película,1000 mg + 5 mg,AstraZeneca AB,XigduoComprimido_revestido_por_película1000_mg_+_5_mg.pdf,20240325182646,XigduoComprimido_revestido_por_película1000_mg_+_5_mg
581021,Xigduo,Metformina + Dapagliflozina,Comprimido revestido por película,850 mg + 5 mg,AstraZeneca AB,XigduoComprimido_revestido_por_película850_mg_+_5_mg.pdf,20240325182646,XigduoComprimido_revestido_por_película850_mg_+_5_mg
56492,Jentadueto,Metformina + Linagliptina,Comprimido revestido por película,1000 mg + 2.5 mg,Boehringer Ingelheim International GmbH,JentaduetoComprimido_revestido_por_película1000_mg_+_2_5_mg.pdf,20240325182646,JentaduetoComprimido_revestido_por_película1000_mg_+_2_5_mg
56477,Jentadueto,Metformina + Linagliptina,Comprimido revestido por película,850 mg + 2.5 mg,Boehringer Ingelheim International GmbH,JentaduetoComprimido_revestido_por_película850_mg_+_2_5_mg.pdf,20240325182646,JentaduetoComprimido_revestido_por_película850_mg_+_2_5_mg
39989,Competact,Metformina + Pioglitazona,Comprimido revestido por película,850 mg + 15 mg,Cheplapharm Arzneimittel GmbH,CompetactComprimido_revestido_por_película850_mg_+_15_mg.pdf,20240325182646,CompetactComprimido_revestido_por_película850_mg_+_15_mg
610003,Metformina + Pioglitazona Pentafarma MG,Metformina + Pioglitazona,Comprimido revestido por película,850 mg + 15 mg,"Pentafarma - Sociedade Técnico-Medicinal, S.A.",Metformina_+_Pioglitazona_Pentafarma_MGComprimido_revestido_por_película850_mg_+_15_mg.pdf,20240325182646,Metformina_+_Pioglitazona_Pentafarma_MGComprimido_revestido_por_película850_mg_+_15_mg
52823,Komboglyze,Metformina + Saxagliptina,Comprimido revestido por película,1000 mg + 2.5 mg,AstraZeneca AB,KomboglyzeComprimido_revestido_por_película1000_mg_+_2_5_mg.pdf,20240325182646,KomboglyzeComprimido_revestido_por_película1000_mg_+_2_5_mg
52821,Komboglyze,Metformina + Saxagliptina,Comprimido revestido por película,850 mg + 2.5 mg,AstraZeneca AB,KomboglyzeComprimido_revestido_por_película850_mg_+_2_5_mg.pdf,20240325182646,KomboglyzeComprimido_revestido_por_película850_mg_+_2_5_mg
45312,Efficib,Metformina + Sitagliptina,Comprimido revestido por película,1000 mg + 50 mg,Merck Sharp & Dohme B.V.,EfficibComprimido_revestido_por_película1000_mg_+_50_mg.pdf,20240325182646,EfficibComprimido_revestido_por_película1000_mg_+_50_mg
45311,Efficib,Metformina + Sitagliptina,Comprimido revestido por película,850 mg + 50 mg,Merck Sharp & Dohme B.V.,EfficibComprimido_revestido_por_película850_mg_+_50_mg.pdf,20240325182646,EfficibComprimido_revestido_por_película850_mg_+_50_mg
